omega	RE_E	IM_E	RE_P	IM_P	Alpha	T2
49.477351916376335	0.26005852048426104	-4.815933207085645e-05	49.81214188077856	104.70059828109868	402.6394483531527	156.22916195469077
50.17421602787459	0.2352764984289449	-3.77917791511341e-05	44.988357821491306	94.79605885832511	402.94412486721683	156.22916195895087
50.87108013937285	0.21255817101040517	-2.6458928660964517e-05	40.57644801354301	85.70887681511563	403.249265724021	156.22916196305675
51.56794425087111	0.1917651520683861	-1.4479825440342798e-05	36.54835583585049	77.38313901150377	403.5451563180932	156.22916196701343
52.264808362369365	0.17276477941675036	-2.188742038400834e-06	32.87843610356966	69.76712544935062	403.8296590760446	156.2291619708261
52.96167247386762	0.15543025411642925	1.0074180407184667e-05	29.541172520408715	62.81318246353562	404.1122357524435	156.22916197449948
53.65853658536588	0.1396407281658321	2.1972365861195664e-05	26.51022132312147	56.475698697052906	404.40583973464885	156.22916197803832
54.35540069686414	0.12528134515430256	3.318204967024525e-05	23.759722262667076	50.709302162808406	404.71313216884784	156.22916198144725
55.052264808362395	0.11224323837791293	4.340108347938165e-05	21.26650537263056	45.46912657601873	405.0212495482435	156.22916198473064
55.74912891986065	0.10042349082489833	5.2357059859602843e-05	19.010926737793014	40.7128621432487	405.3129318394038	156.22916198789278
56.44599303135891	0.08972506130667156	5.981453918417727e-05	16.975475134780353	36.402490071884806	405.5852043571786	156.2291619909378
57.14285714285717	0.0800566808461733	6.558118851262502e-05	15.142550469366325	32.50393256808761	405.8562743152432	156.22916199386967
57.839721254355425	0.07133272324459164	6.951267446057994e-05	13.493629989090516	28.984967423239354	406.1500704323902	156.2291619966923
58.53658536585368	0.06347305353614881	7.151618815298668e-05	12.010603669880007	25.813495424597498	406.4705994023204	156.22916199940943
59.23344947735194	0.0564028578143084	7.155251952443665e-05	10.67785446775987	22.957856382469302	406.79274859310897	156.22916200202462
59.9303135888502	0.05005245767656136	6.963663909261555e-05	9.482921708744707	20.38878890910636	407.0840290583683	156.22916200454156
60.627177700348454	0.04435711229358055	6.583678695999913e-05	8.41504392090952	18.080965114973157	407.3402076036333	156.22916200696326
61.32404181184671	0.039256810866041186	6.0272109851942404e-05	7.46302956377049	16.01248092483827	407.5976792310727	156.22916200929342
62.02090592334497	0.034696057992506954	5.310892646889816e-05	6.6145658230884985	14.162765187816362	407.90245329990694	156.22916201153498
